Project,sha,class_,method,Found
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_insert,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestTypedQueries,should_perform_bound_statement_typed_query,1
achilles,4466d8d396438b08b3291346a0db2554623db367,info.archinnov.achilles.it.TestTypedQueries,should_perform_prepared_typed_query,1
achilles,4bb156ab35926a2307910cc61b7873d8358bc254,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_insert_async,1
achilles,5c501ea03bc89b0df974d55dd837435258d4957e,info.archinnov.achilles.it.TestEntityWithStaticAnnotations,should_insert_using_static_strategy_an_consistency_level,1
achilles,5f2a24e1236f915f938223f071438f73a9d317e0,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_insert_async,1
achilles,6dd97a76f561a40fb261b0bbe30a8e6d29b3d3be,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_find_by_id_async,1
achilles,764528ac27d0dd93ab90554d348f55fb2bd72a28,info.archinnov.achilles.it.TestEntityWithStaticAnnotations,should_insert_using_static_strategy_an_consistency_level,1
achilles,904c545a76d567ebece90187c9914aaec53a8938,info.archinnov.achilles.it.TestEntityWithStaticAnnotations,should_insert_using_static_strategy_an_consistency_level,1
achilles,91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_delete_instance_async,1
achilles,91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_insert_async,1
achilles,91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id,1
achilles,91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_partition,1
achilles,91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_equal_condition,1
achilles,91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_inequal_condition,1
achilles,91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_not_equal_condition,1
achilles,91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_schema_name_provider,1
