Project,sha,class_,method
spring-boot,91fb4f22bdef6324110fcfc57bbecdf1f3e149b0,org.springframework.boot.cli.TestCommandIntegrationTests,empty
spring-boot,91fb4f22bdef6324110fcfc57bbecdf1f3e149b0,org.springframework.boot.cli.TestCommandIntegrationTests,noTests
spring-boot,91fb4f22bdef6324110fcfc57bbecdf1f3e149b0,org.springframework.boot.cli.TestCommandIntegrationTests,verifyFailures
spring-boot,91fb4f22bdef6324110fcfc57bbecdf1f3e149b0,org.springframework.boot.cli.command.CommandRunnerIntegrationTests,debugAddsAutoconfigReport
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,allMissingClassesWithAllClassesMissingPerformsAdd
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,allMissingClassesWithMixtureOfClassesDoesNotPerformAdd
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,allMissingClassesWithNoMissingClassesDoesNotPerformAdd
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,anyMissingClassesWithMissingClassesPerformsAdd
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,anyMissingClassesWithMixtureOfClassesPerformsAdd
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,anyMissingClassesWithNoMissingClassesDoesNotPerformAdd
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,basicAdd
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,fullyCustomized
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,nonTransitiveAdd
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.dependencies.ManagedDependenciesArtifactCoordinatesResolverTests,getGroupIdForBootArtifact
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.dependencies.ManagedDependenciesArtifactCoordinatesResolverTests,getGroupIdFound
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.dependencies.ManagedDependenciesArtifactCoordinatesResolverTests,getGroupIdNotFound
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.dependencies.ManagedDependenciesArtifactCoordinatesResolverTests,getVersionForBootArtifact
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.dependencies.ManagedDependenciesArtifactCoordinatesResolverTests,getVersionFound
spring-boot,9af079721f0f82d6209750bc714494c7615fd59b,org.springframework.boot.cli.compiler.dependencies.ManagedDependenciesArtifactCoordinatesResolverTests,getVersionNotFound
spring-boot,9dec27e7bf921a0d5ad3b1d64486a4bff92c1df0,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolution
spring-boot,9dec27e7bf921a0d5ad3b1d64486a4bff92c1df0,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithCustomClassLoader
spring-boot,9dec27e7bf921a0d5ad3b1d64486a4bff92c1df0,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithExclusions
spring-boot,a1a643ca245c8b1063af329807254bb9ae691964,org.springframework.boot.cli.ClassLoaderIntegrationTests,runWithIsolatedClassLoader
spring-boot,a1a643ca245c8b1063af329807254bb9ae691964,org.springframework.boot.cli.SampleIntegrationTests,appSample
spring-boot,a1a643ca245c8b1063af329807254bb9ae691964,org.springframework.boot.cli.SampleIntegrationTests,integrationSample
spring-boot,a1a643ca245c8b1063af329807254bb9ae691964,org.springframework.boot.cli.SampleIntegrationTests,jobSample
spring-boot,a1a643ca245c8b1063af329807254bb9ae691964,org.springframework.boot.cli.SampleIntegrationTests,reactorSample
spring-boot,a1a643ca245c8b1063af329807254bb9ae691964,org.springframework.boot.cli.SampleIntegrationTests,txSample
spring-boot,a3d4e92d9f2c12911b7e1156fcef4789af31ee15,org.springframework.boot.cli.command.CommandRunnerIntegrationTests,debugAddsAutoconfigReport
spring-boot,a3d4e92d9f2c12911b7e1156fcef4789af31ee15,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolution
spring-boot,a3d4e92d9f2c12911b7e1156fcef4789af31ee15,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithCustomClassLoader
spring-boot,a3d4e92d9f2c12911b7e1156fcef4789af31ee15,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithExclusions
spring-boot,a7e1ec842d263301f32eb1195d1936d436c1db13,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolution
spring-boot,a7e1ec842d263301f32eb1195d1936d436c1db13,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithCustomClassLoader
spring-boot,a7e1ec842d263301f32eb1195d1936d436c1db13,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithExclusions
spring-boot,a973fd41f48fc395692ef34d224065c260cc2e58,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests,testNamingStrategyThatWorkedInOneDotOhContinuesToWork
spring-boot,b6bacd5e8a6d19c800f6dd88249ada91d8da127b,org.springframework.boot.cli.SampleIntegrationTests,caching
spring-boot,b6bacd5e8a6d19c800f6dd88249ada91d8da127b,org.springframework.boot.cli.SampleIntegrationTests,jmsSample
spring-boot,b6bacd5e8a6d19c800f6dd88249ada91d8da127b,org.springframework.boot.cli.SampleIntegrationTests,templateSample
spring-boot,b6bacd5e8a6d19c800f6dd88249ada91d8da127b,org.springframework.boot.cli.SampleIntegrationTests,xmlSample
spring-boot,b6bacd5e8a6d19c800f6dd88249ada91d8da127b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,anyMissingClassesWithMissingClassesPerformsAdd
spring-boot,b6bacd5e8a6d19c800f6dd88249ada91d8da127b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,anyMissingClassesWithMixtureOfClassesPerformsAdd
spring-boot,b6bacd5e8a6d19c800f6dd88249ada91d8da127b,org.springframework.boot.cli.compiler.DependencyCustomizerTests,basicAdd
spring-boot,cbd3c39640a201fb816b035537432ec4eaacbda1,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests,testNamingStrategyThatWorkedInOneDotOhContinuesToWork
spring-boot,d039f4310773d0abf7acb70eaed58ecd0df7659b,org.springframework.boot.cli.ClassLoaderIntegrationTests,runWithIsolatedClassLoader
spring-boot,d039f4310773d0abf7acb70eaed58ecd0df7659b,org.springframework.boot.cli.DirectorySourcesIntegrationTests,runDirectory
spring-boot,d039f4310773d0abf7acb70eaed58ecd0df7659b,org.springframework.boot.cli.DirectorySourcesIntegrationTests,runDirectoryRecursive
spring-boot,d039f4310773d0abf7acb70eaed58ecd0df7659b,org.springframework.boot.cli.DirectorySourcesIntegrationTests,runPathPattern
spring-boot,d040bb72d374776ba3f753078dca833c6c380fd5,org.springframework.boot.cli.command.jar.ResourceMatcherTests,defaults
spring-boot,d040bb72d374776ba3f753078dca833c6c380fd5,org.springframework.boot.cli.command.jar.ResourceMatcherTests,excludedDeltas
spring-boot,d040bb72d374776ba3f753078dca833c6c380fd5,org.springframework.boot.cli.command.jar.ResourceMatcherTests,excludedWins
spring-boot,d040bb72d374776ba3f753078dca833c6c380fd5,org.springframework.boot.cli.command.jar.ResourceMatcherTests,includedDeltas
spring-boot,d040bb72d374776ba3f753078dca833c6c380fd5,org.springframework.boot.cli.command.jar.ResourceMatcherTests,includedDeltasAndNewEntries
spring-boot,d040bb72d374776ba3f753078dca833c6c380fd5,org.springframework.boot.cli.command.jar.ResourceMatcherTests,jarFileAlwaysMatches
spring-boot,d040bb72d374776ba3f753078dca833c6c380fd5,org.springframework.boot.cli.command.jar.ResourceMatcherTests,resourceMatching
spring-boot,d097c9a2f96a754ea1a9b4a18ad1651782664dbb,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests,testNamingStrategyThatWorkedInOneDotOhContinuesToWork
spring-boot,d2c50813fdf848352b626e52115da26e8aacf123,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests,testNamingStrategyThatWorkedInOneDotOhContinuesToWork
spring-boot,d6f2f0deee0c5bc36a9eed4fc247055a826c009d,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolution
spring-boot,d6f2f0deee0c5bc36a9eed4fc247055a826c009d,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithCustomClassLoader
spring-boot,d6f2f0deee0c5bc36a9eed4fc247055a826c009d,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithExclusions
spring-boot,dba4ad0768c806e0e97293cf3658d29a36e56aee,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolution
spring-boot,dba4ad0768c806e0e97293cf3658d29a36e56aee,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithCustomClassLoader
